Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
30:00.0,4.3729,0.1269,8.1722,7.7981
00:00.0,4.3721,0.1399,8.181,7.8252
30:00.0,4.3725,0.1419,8.1774,7.8228
00:00.0,4.3729,0.1434,8.1582,7.7997
30:00.0,4.3721,0.1401,8.1494,7.7765
00:00.0,4.1185,0.1231,8.1491,7.7497
30:00.0,4.1189,0.144,8.145,7.6974
00:00.0,4.1193,0.1303,8.1488,7.7238
30:00.0,4.1197,0.1389,8.1634,7.7805
00:00.0,4.1185,0.1445,8.1692,7.7234
30:00.0,4.1189,0.1349,8.1769,7.7218
00:00.0,4.1197,0.1285,8.1824,7.7473
30:00.0,4.1197,0.1413,8.1912,7.7481
00:00.0,4.1668,0.1344,8.1815,7.7477
30:00.0,4.1672,0.1393,8.1999,7.6942
00:00.0,4.1672,0.1339,8.201,7.7473
30:00.0,4.1672,0.1411,8.2054,7.8009
00:00.0,4.166,0.121,8.2101,7.8536
30:00.0,4.1668,0.1424,8.2244,7.8795
00:00.0,4.1664,0.1411,8.2338,7.9039
30:00.0,4.1668,0.13,8.2338,7.8767
00:00.0,4.6575,0.1325,8.2387,7.9582
30:00.0,4.6575,0.1437,8.2381,8.0122
00:00.0,4.6579,0.1209,8.2439,8.0114
30:00.0,4.6575,0.1439,8.2483,8.0102
00:00.0,4.6571,0.142,8.2527,8.0114
30:00.0,4.6579,0.1432,8.2574,8.0649
00:00.0,4.6575,0.1394,8.2676,8.0106
30:00.0,4.6575,0.1434,8.2714,8.0122
00:00.0,4.3568,0.1273,8.2769,8.0929
30:00.0,4.356,0.133,8.2807,8.0921
00:00.0,4.356,0.1432,8.2906,7.9862
30:00.0,4.3564,0.1243,8.3041,7.985
00:00.0,4.5865,0.1281,8.3236,8.0917
30:00.0,4.5861,0.1213,8.3324,8.1695
00:00.0,4.5861,0.1442,8.3415,8.2235
30:00.0,4.5857,0.1426,8.3464,8.1939
00:00.0,4.7922,0.1444,7.6932,8.3018
30:00.0,4.7922,0.1337,7.6696,8.2494
00:00.0,4.7922,0.1344,7.6833,13.1415
30:00.0,4.7922,0.129,7.6987,8.7599
00:00.0,4.7926,0.1415,7.7265,8.6525
30:00.0,4.7922,0.1345,7.7407,8.6493
00:00.0,4.7914,0.1209,7.7462,8.5163
30:00.0,4.7914,0.1223,7.7506,8.569
00:00.0,4.6175,0.1415,7.6201,8.5946
30:00.0,4.6175,0.1388,7.7806,8.5678
00:00.0,4.6179,0.1242,7.7616,8.4595
30:00.0,4.6179,0.1423,7.7553,8.3541
00:00.0,4.6179,0.14,7.6638,8.3261
30:00.0,4.6179,0.1435,7.7608,8.4076
00:00.0,4.6175,0.1224,7.8578,8.2994
30:00.0,4.6187,0.1211,7.8295,8.3537
00:00.0,4.634,0.1416,7.7957,8.3289
30:00.0,4.6336,0.1398,7.8199,8.2526
00:00.0,4.6336,0.1234,7.8391,8.2514
30:00.0,4.634,0.1214,7.8251,8.3577
00:00.0,4.634,0.1307,7.8347,8.3589
30:00.0,4.634,0.1432,7.7372,8.279
00:00.0,4.6348,0.143,7.738,8.3337
30:00.0,4.634,0.1214,7.694,8.2786
00:00.0,4.5869,0.1427,7.6652,8.1987
30:00.0,4.5873,0.1434,7.7528,8.116
00:00.0,4.5877,0.1258,7.6797,8.1991
30:00.0,4.5877,0.1244,7.732,8.1444
00:00.0,4.5884,0.1296,7.6687,8.0921
30:00.0,4.5884,0.1326,7.6748,8.0605
00:00.0,4.5884,0.1363,7.674,7.9275
30:00.0,4.5884,0.1304,7.6932,7.7941
00:00.0,4.2948,0.1442,7.6833,7.82
30:00.0,4.2944,0.1322,7.6586,7.7913
00:00.0,4.2952,0.1222,7.6643,7.5768
30:00.0,4.2956,0.1394,7.6594,7.6307
00:00.0,4.2956,0.1313,7.6784,7.55
30:00.0,4.296,0.121,7.6885,7.3375
00:00.0,4.2952,0.142,7.6778,7.4445
30:00.0,4.2952,0.1215,7.6981,7.3642
00:00.0,4.1833,0.141,7.688,7.4449
30:00.0,4.1829,0.1389,7.6929,7.3107
00:00.0,4.1821,0.1211,7.6778,7.389
30:00.0,4.1821,0.1219,7.6641,7.3367
00:00.0,4.1268,0.1416,7.6734,7.4178
30:00.0,4.1268,0.1375,7.8342,7.3095
00:00.0,4.1272,0.1208,7.8248,7.4701
30:00.0,4.1268,0.1212,7.7465,7.8444
00:00.0,4.6253,0.144,7.6938,7.8196
30:00.0,4.6261,0.1429,7.6938,7.8204
00:00.0,4.6257,0.1444,7.8394,7.7681
30:00.0,4.6265,0.1267,7.9262,7.6602
00:00.0,4.6261,0.1218,7.9169,7.9275
30:00.0,4.6261,0.1261,7.912,7.9015
00:00.0,4.6253,0.1376,7.9128,7.7957
30:00.0,4.6257,0.1424,7.8639,7.7945
00:00.0,4.2214,0.121,7.8834,7.7142
30:00.0,4.2222,0.1281,7.8886,7.715
00:00.0,4.2214,0.1213,7.8979,7.6638
00:00.0,4.2226,0.1439,7.9021,7.6614
30:00.0,4.2218,0.1417,7.9026,7.6091
00:00.0,4.2218,0.122,7.907,7.6079
30:00.0,4.2226,0.1447,7.9067,7.5819
00:00.0,3.8343,0.1308,7.9114,7.4753
30:00.0,3.8355,0.1252,7.9155,7.5025
00:00.0,3.8355,0.1339,7.9163,7.4477
30:00.0,3.8363,0.1369,7.9213,7.4186
00:00.0,3.8355,0.121,7.9312,7.4202
30:00.0,3.8363,0.1262,7.9361,7.419
00:00.0,3.8359,0.1412,7.9265,7.3379
30:00.0,3.8359,0.1272,7.9359,7.4198
00:00.0,3.861,0.1379,7.9367,7.2856
30:00.0,3.8606,0.1219,7.937,7.3111
00:00.0,3.859,0.1242,7.9414,7.286
30:00.0,3.8602,0.1353,7.9507,7.3111
00:00.0,3.8606,0.1421,7.9565,7.3123
30:00.0,3.861,0.1248,7.9609,7.286
00:00.0,3.8606,0.14,7.9556,7.3654
30:00.0,3.8602,0.1448,7.9611,7.2852
00:00.0,3.8045,0.1262,7.9614,7.3115
30:00.0,3.8056,0.1378,7.9661,7.3395
00:00.0,3.8048,0.1223,7.971,7.2864
30:00.0,3.8056,0.1374,7.9754,7.2856
00:00.0,3.8052,0.1229,7.976,7.3099
30:00.0,3.806,0.1335,7.9752,7.3099
00:00.0,3.8056,0.1217,7.9752,7.284
30:00.0,3.8048,0.1338,7.985,7.2568
00:00.0,3.7491,0.1271,7.9894,7.258
30:00.0,3.7483,0.1429,7.9947,7.2588
00:00.0,3.7471,0.1421,8.0139,7.2296
30:00.0,3.7483,0.1441,8.0186,7.284
00:00.0,3.914,0.1381,8.0238,7.2824
30:00.0,3.914,0.1293,8.0235,7.3091
00:00.0,3.9144,0.1295,8.0197,7.3367
30:00.0,3.9144,0.1296,8.0156,7.284
00:00.0,4.1346,0.1304,8.0147,7.3111
30:00.0,4.1358,0.1232,7.971,7.3395
00:00.0,4.1346,0.1241,7.9669,7.3662
30:00.0,4.1346,0.1405,7.9611,9.6667
00:00.0,4.1354,0.1247,7.9672,9.5341
30:00.0,4.1354,0.1437,7.9672,9.6152
00:00.0,4.1358,0.1428,7.9672,9.6164
30:00.0,4.135,0.1346,7.9532,9.481
00:00.0,4.6418,0.1262,7.957,9.481
30:00.0,4.6426,0.1219,7.9664,9.427
00:00.0,4.6426,0.1377,7.971,9.4282
30:00.0,4.6422,0.1255,7.9812,9.4526
00:00.0,4.6426,0.1364,7.9812,9.4258
30:00.0,4.6422,0.1407,7.9859,9.3991
00:00.0,4.6426,0.1251,7.9807,9.2924
30:00.0,4.643,0.1426,7.9749,9.3188
00:00.0,4.4126,0.1267,7.9749,9.3739
30:00.0,4.4122,0.13,7.9749,9.32
00:00.0,4.4126,0.1429,7.9702,9.3204
30:00.0,4.413,0.1234,7.9658,9.3176
00:00.0,4.4134,0.1366,7.9554,9.1051
30:00.0,4.413,0.1353,7.9554,9.1602
00:00.0,4.4126,0.1252,7.9551,9.2101
30:00.0,4.4134,0.1254,7.9548,9.1834
00:00.0,4.2065,0.121,7.9512,9.1566
30:00.0,4.2069,0.1332,7.951,9.1582
00:00.0,4.2072,0.126,7.951,9.131
30:00.0,4.2088,0.1211,7.946,9.1302
00:00.0,4.2084,0.1307,7.951,8.9704
30:00.0,4.208,0.1434,7.9556,8.9976
00:00.0,4.2084,0.144,7.9556,9.0495
30:00.0,4.2088,0.1237,7.9611,9.0759
00:00.0,4.0023,0.1213,7.9609,9.022
30:00.0,4.0027,0.124,7.9609,9.0236
00:00.0,4.0027,0.1438,7.9611,8.9976
30:00.0,4.0027,0.1437,7.9666,8.9441
00:00.0,4.0027,0.1234,7.9708,8.8894
30:00.0,4.0027,0.1313,7.971,8.9689
00:00.0,4.0035,0.1285,7.9702,8.8362
30:00.0,4.0015,0.1219,7.971,8.8606
00:00.0,4.4137,0.1434,7.9752,8.9157
30:00.0,4.4126,0.1231,7.9804,8.889
00:00.0,4.4122,0.1438,7.9853,8.8626
30:00.0,4.4122,0.1211,7.9708,8.8087
00:00.0,3.9619,0.1284,7.9664,8.7823
30:00.0,3.9611,0.1423,7.9614,8.8626
00:00.0,3.9615,0.1214,7.9565,8.7559
30:00.0,3.9619,0.1445,7.9573,8.7567
00:00.0,4.1436,0.1225,7.9526,8.7316
30:00.0,4.1436,0.1349,7.9526,8.736
00:00.0,4.1444,0.1363,7.8509,8.7895
30:00.0,4.1436,0.1273,7.8465,8.6581
00:00.0,4.1444,0.1275,7.846,8.6045
30:00.0,4.1444,0.1212,7.8309,8.5762
00:00.0,4.1436,0.1264,7.8221,8.5502
30:00.0,4.1436,0.1394,7.7976,8.6022
00:00.0,4.1672,0.1388,7.8031,8.5766
30:00.0,4.1672,0.1382,7.8169,8.5243
00:00.0,4.1668,0.1289,7.8171,8.5802
30:00.0,4.1668,0.1326,7.8215,8.4727
00:00.0,4.1668,0.1391,7.8125,8.5007
30:00.0,4.166,0.1236,7.807,8.4995
00:00.0,4.1676,0.1323,7.7979,8.4979
30:00.0,4.1668,0.1435,7.793,8.5522
00:00.0,4.3333,0.1374,7.802,8.5518
30:00.0,4.3325,0.1213,7.8015,8.4184
00:00.0,4.3329,0.1376,7.8067,8.4987
30:00.0,4.3325,0.1271,7.7877,8.3633
00:00.0,4.3329,0.1302,7.7825,8.4963
30:00.0,4.3333,0.1444,7.7927,8.3892
00:00.0,4.3329,0.1303,7.8072,8.4148
30:00.0,4.3325,0.1321,7.8262,8.3357
00:00.0,4.4754,0.1319,7.8119,8.3916
30:00.0,4.4762,0.1263,7.8169,8.418
00:00.0,4.4754,0.1211,7.8075,8.4196
30:00.0,4.4762,0.1237,7.7974,8.2307
00:00.0,4.4754,0.1406,7.7979,8.2051
30:00.0,4.4758,0.1313,7.8023,8.098
00:00.0,4.4758,0.1335,7.8067,8.1252
30:00.0,4.4762,0.1219,7.8026,8.098
00:00.0,4.4915,0.1225,7.8023,8.0713
30:00.0,4.4911,0.1338,7.8023,8.1707
00:00.0,4.4911,0.1262,7.8023,8.0721
30:00.0,4.4915,0.1263,7.8078,7.965
00:00.0,4.4915,0.1346,7.8125,8.098
30:00.0,4.4911,0.1406,7.7734,8.1504
00:00.0,4.4919,0.1271,7.7976,8.1252
30:00.0,4.4911,0.1389,7.7784,8.0725
00:00.0,4.4911,0.1395,7.807,8.2047
30:00.0,4.4927,0.1372,7.8312,8.1783
00:00.0,4.4907,0.1253,7.8367,8.124
30:00.0,4.4919,0.1444,7.8314,8.1244
00:00.0,4.5539,0.1441,7.8119,8.098
30:00.0,4.5543,0.127,7.8116,8.152
00:00.0,4.5547,0.1363,7.7987,8.1232
30:00.0,4.5551,0.1407,7.8078,8.1496
00:00.0,4.2387,0.1228,7.8119,8.2055
30:00.0,4.2375,0.1386,7.8177,8.2039
00:00.0,4.2371,0.1317,7.8174,8.2303
30:00.0,4.2379,0.1237,7.8083,8.3118
00:00.0,4.2387,0.1416,7.7941,8.2862
30:00.0,4.2379,0.1265,7.7842,8.2626
00:00.0,4.2379,0.1208,7.7792,8.1827
30:00.0,4.2379,0.121,7.7693,8.1
00:00.0,4.4035,0.1328,7.7597,8.1268
30:00.0,4.4039,0.1221,7.7789,8.126
00:00.0,4.4035,0.1229,7.7839,8.2071
30:00.0,4.4043,0.1207,7.769,8.0717
00:00.0,4.4039,0.1417,7.7745,8.0721
30:00.0,4.4043,0.1206,7.7743,8.0737
00:00.0,4.4035,0.1301,7.7545,7.9682
30:00.0,4.4039,0.1401,7.7446,8.0198
00:00.0,4.1354,0.1389,7.7306,7.9407
30:00.0,4.1346,0.1211,7.735,7.9415
00:00.0,4.1358,0.121,7.7487,7.8851
30:00.0,4.135,0.14,7.7248,7.9131
00:00.0,4.135,0.126,7.7921,7.8324
30:00.0,4.1346,0.1215,7.7479,7.8336
00:00.0,4.1346,0.1419,7.6905,7.8044
30:00.0,4.135,0.1338,7.5514,7.804
00:00.0,4.7121,0.1416,7.522,7.8572
30:00.0,4.7133,0.1256,7.5649,7.7765
00:00.0,4.7137,0.1391,7.5987,7.7501
30:00.0,4.7137,0.1217,7.666,7.7489
00:00.0,4.7141,0.1314,7.6514,7.5104
30:00.0,4.7141,0.1433,7.6424,7.4825
00:00.0,4.7137,0.121,7.5602,7.6666
30:00.0,4.7137,0.1443,7.7196,7.6942
00:00.0,4.073,0.1393,7.7155,7.6147
30:00.0,4.0726,0.1364,7.6668,7.5344
00:00.0,4.0738,0.1428,7.6709,7.5616
30:00.0,4.073,0.144,7.6525,7.6419
00:00.0,4.073,0.1289,7.6176,7.6411
30:00.0,4.0726,0.1435,7.552,7.6395
00:00.0,4.073,0.125,7.4494,7.6674
30:00.0,4.073,0.1425,7.4778,7.6143
00:00.0,4.6666,0.1444,7.4687,7.7206
30:00.0,4.6654,0.1404,7.464,7.6139
00:00.0,4.665,0.1279,7.4151,7.6147
30:00.0,4.6662,0.1439,7.6042,7.6391
00:00.0,4.8958,0.1427,7.8325,7.5879
30:00.0,4.8958,0.1445,7.8031,7.5081
00:00.0,4.8954,0.121,7.8221,7.5624
30:00.0,4.8958,0.135,7.8031,7.4298
00:00.0,4.5307,0.1255,7.7982,7.6179
30:00.0,4.5311,0.1445,7.7394,7.6191
00:00.0,4.5311,0.1369,7.7014,7.4569
30:00.0,4.5315,0.1421,7.8174,7.4853
00:00.0,4.5311,0.1221,7.8325,7.5396
30:00.0,4.5315,0.1262,7.8323,7.5951
00:00.0,4.5307,0.142,7.8419,7.4621
30:00.0,4.5307,0.1429,7.8375,7.4334
00:00.0,4.5225,0.1323,7.838,7.3271
30:00.0,4.5221,0.1206,7.8369,7.3543
00:00.0,4.5221,0.1415,7.8089,7.435
30:00.0,4.5217,0.121,7.8235,7.3303
00:00.0,4.5221,0.1243,7.8182,7.3103
30:00.0,4.5225,0.1205,7.8281,7.1981
00:00.0,4.5229,0.1272,7.8367,7.2492
30:00.0,4.5225,0.1245,7.755,7.1989
00:00.0,4.5299,0.1209,7.4984,7.1689
30:00.0,4.5315,0.1207,7.3772,7.2756
00:00.0,4.5303,0.1236,7.262,7.3295
30:00.0,4.5303,0.1368,7.2846,7.0611
00:00.0,4.5307,0.1209,7.2807,7.0882
30:00.0,4.5307,0.122,7.2563,7.1661
00:00.0,4.5315,0.1447,7.2516,7.1394
30:00.0,4.5315,0.1285,7.2653,7.0575
00:00.0,4.8079,0.1231,7.2321,7.1909
30:00.0,4.8083,0.1215,7.2277,7.1653
00:00.0,4.8095,0.1269,7.2227,7.0846
30:00.0,4.8087,0.1225,7.2425,7.1118
00:00.0,4.8091,0.1265,7.2466,7.0846
30:00.0,4.8087,0.1388,7.256,7.1122
00:00.0,4.8091,0.1287,7.3181,7.1885
30:00.0,4.8091,0.1411,7.3766,7.0043
00:00.0,4.7215,0.1447,7.4148,6.9756
30:00.0,4.7223,0.141,7.478,6.8118
00:00.0,4.7211,0.1334,7.4882,6.8933
30:00.0,4.7219,0.1433,7.5069,6.6516
00:00.0,4.7223,0.1215,7.5171,6.68
30:00.0,4.7215,0.1302,7.555,6.8398
00:00.0,4.7219,0.1446,7.4967,6.7052
30:00.0,4.7219,0.1216,7.5891,6.8378
00:00.0,4.9826,0.1325,7.5934,6.7583
30:00.0,4.983,0.1444,7.6174,6.7599
00:00.0,4.9826,0.1413,7.5891,6.946
30:00.0,4.9822,0.1443,7.3714,6.6764
00:00.0,5.0301,0.1442,7.328,7.3459
30:00.0,5.0305,0.1271,7.4929,7.3734
00:00.0,5.0301,0.1408,7.8556,7.3451
30:00.0,5.0301,0.1308,7.4486,7.0267
00:00.0,4.9586,0.1405,7.6811,7.1054
30:00.0,4.9583,0.1366,7.7883,8.7639
00:00.0,4.9586,0.1237,7.7877,8.738
30:00.0,4.9586,0.1322,7.7883,8.7887
00:00.0,4.9583,0.1238,7.7932,8.7388
30:00.0,4.9583,0.1428,7.7971,8.8183
00:00.0,4.959,0.1401,7.7971,8.8179
30:00.0,4.9583,0.1253,7.7927,8.6593
00:00.0,5.2829,0.1407,7.8064,8.7392
30:00.0,5.2833,0.1271,7.8169,8.6856
00:00.0,5.2829,0.1358,7.8215,8.6329
30:00.0,5.2825,0.1377,7.8358,8.8734
00:00.0,5.2825,0.1325,7.8312,8.7412
30:00.0,5.2825,0.1444,7.8353,8.7939
00:00.0,5.2833,0.1403,7.8067,8.714
30:00.0,5.2821,0.1275,7.8202,8.7392
00:00.0,5.8,0.1227,7.8551,8.7392
30:00.0,5.8,0.1316,7.8691,8.6034
00:00.0,5.8,0.144,7.8828,8.5742
30:00.0,5.8,0.1421,7.8875,8.71
00:00.0,5.8,0.1257,7.8963,8.6561
30:00.0,5.8,0.1218,7.9117,8.6273
00:00.0,5.8,0.1428,7.9262,8.4919
30:00.0,5.8,0.1215,7.9403,8.5187
30:00.0,5.8,0.1332,7.9545,8.6788
00:00.0,5.8,0.1293,7.9793,8.704
30:00.0,5.8,0.1426,7.9949,8.6525
00:00.0,5.8,0.136,8.0002,9.0232
30:00.0,5.8,0.1231,8.0142,8.97
00:00.0,5.8,0.1393,8.0238,8.9441
30:00.0,5.8,0.1245,8.0345,8.891
00:00.0,5.8,0.1272,8.0436,8.8894
30:00.0,5.8,0.1291,8.0532,8.7839
00:00.0,5.8,0.1395,8.0664,8.7308
30:00.0,5.8,0.129,8.0768,8.7571
00:00.0,5.8,0.142,8.0961,8.7579
30:00.0,5.8,0.1347,8.1148,8.7559
00:00.0,5.8,0.1303,8.1334,8.8091
30:00.0,5.8,0.1366,8.1477,8.8191
00:00.0,5.8,0.1311,8.1576,8.8087
30:00.0,5.8,0.1359,8.1716,8.8366
00:00.0,5.8,0.1423,8.1848,8.8087
30:00.0,5.8,0.1382,8.2046,8.9161
00:00.0,5.8,0.136,8.223,8.7819
30:00.0,5.8,0.1217,8.2327,8.8622
00:00.0,5.8,0.1284,8.2475,8.8602
30:00.0,5.8,0.1676,8.2513,8.887
00:00.0,5.8,0.1273,8.2708,8.861
30:00.0,5.8,0.1261,7.5498,8.9681
00:00.0,5.8,0.1391,7.2694,9.7757
30:00.0,5.8,0.1324,7.2211,9.8009
00:00.0,5.8,0.1409,7.433,9.7214
30:00.0,5.8,0.1225,7.5885,9.6695
00:00.0,5.8,0.1451,7.8067,9.6407
30:00.0,5.8,0.1231,7.6465,9.6423
00:00.0,5.8,0.1398,7.84,9.6983
30:00.0,5.8,0.1275,7.4099,9.5912
00:00.0,5.8,0.1425,7.8213,9.6188
30:00.0,5.8,0.1318,7.8839,9.618
00:00.0,5.8,0.1351,7.7292,9.564
30:00.0,5.8,0.1381,8.1203,9.5085
00:00.0,5.8,0.142,8.0672,9.6168
30:00.0,5.8,0.136,8.0719,9.3511
00:00.0,5.8,0.1268,8.0532,9.4007
30:00.0,5.8,0.1308,7.7427,9.2952
00:00.0,5.8,0.1282,7.9172,9.2429
30:00.0,5.8,0.1433,7.7534,9.1626
00:00.0,5.8,0.1374,7.5105,9.3759
30:00.0,5.8,0.1249,7.4725,9.3236
00:00.0,5.8,0.1318,7.5203,9.429
30:00.0,5.8,0.1259,7.4668,9.3767
00:00.0,4.91,0.1263,7.472,9.2664
30:00.0,4.9104,0.1231,7.4277,9.266
00:00.0,4.9108,0.1429,7.4376,9.4538
30:00.0,4.9111,0.121,7.6841,9.0543
00:00.0,4.9108,0.1421,7.5149,8.9453
30:00.0,4.9111,0.1421,7.4184,8.9465
00:00.0,4.9108,0.1209,7.4181,9.2924
30:00.0,4.9108,0.1227,7.4036,8.8922
00:00.0,4.6493,0.1388,7.4379,8.7587
30:00.0,4.6493,0.1435,7.4041,8.839
00:00.0,4.6505,0.1341,7.4137,9.0783
30:00.0,4.6497,0.1318,7.4472,8.7587
00:00.0,4.6493,0.1237,7.472,8.8402
30:00.0,4.6497,0.1372,7.4376,8.7316
00:00.0,4.6497,0.1439,7.4714,8.9984
30:00.0,4.6501,0.1327,7.3939,8.839
00:00.0,4.7207,0.1249,7.4332,8.6796
30:00.0,4.7204,0.1312,7.4093,8.7308
00:00.0,4.7196,0.1379,7.4574,8.97
30:00.0,4.7204,0.1301,7.4865,8.8123
00:00.0,4.7749,0.1412,7.6858,8.9197
30:00.0,4.7749,0.1222,7.3706,8.893
00:00.0,4.7745,0.1358,7.425,9.135
30:00.0,4.7749,0.1264,7.444,8.9776
00:00.0,4.9096,0.1354,7.444,8.869
30:00.0,4.9092,0.1339,7.4,8.8962
00:00.0,4.9096,0.1456,7.4538,9.135
30:00.0,4.9096,0.123,7.4582,8.895
00:00.0,4.9092,0.1249,7.4632,8.9493
30:00.0,4.9096,0.1247,7.3906,8.9249
00:00.0,4.9092,0.1401,7.4445,9.0044
30:00.0,4.9096,0.1372,7.4541,8.9245
00:00.0,4.9009,0.121,7.4445,8.8183
30:00.0,4.9013,0.1358,7.3912,8.7951
00:00.0,4.9013,0.1432,7.42,9.0084
30:00.0,4.9013,0.1288,7.4536,8.9533
00:00.0,4.9013,0.1464,7.4343,8.8989
30:00.0,4.9013,0.1298,7.3618,8.8714
00:00.0,4.9005,0.1441,7.4005,9.1386
30:00.0,4.9009,0.122,7.381,8.9229
00:00.0,4.3623,0.1221,7.3813,8.7915
30:00.0,4.3631,0.1452,7.323,8.871
00:00.0,4.3627,0.1408,7.3511,8.9261
30:00.0,4.3627,0.1272,7.361,8.7655
00:00.0,4.2041,0.1301,7.4527,8.7388
30:00.0,4.2041,0.1439,7.3566,8.6868
00:00.0,4.2041,0.1207,7.3709,8.8962
30:00.0,4.2045,0.1304,7.3511,8.7651
00:00.0,4.1809,0.1432,7.3706,8.7643
30:00.0,4.1802,0.1356,7.3272,8.6585
00:00.0,4.1805,0.1381,7.3555,8.9205
30:00.0,4.1809,0.1246,7.4047,8.7392
00:00.0,4.1809,0.1388,7.3607,8.7364
30:00.0,4.1809,0.13,7.3225,8.7883
00:00.0,4.1805,0.12,7.4233,8.9237
30:00.0,4.1805,0.141,7.4236,8.7635
00:00.0,4.038,0.1415,7.4429,8.6553
30:00.0,4.0384,0.1429,7.3371,8.6281
00:00.0,4.038,0.1447,7.3755,8.8147
30:00.0,4.0384,0.1331,7.3461,8.6014
00:00.0,4.0384,0.1483,7.3417,8.6042
30:00.0,4.0384,0.1247,7.2934,8.6281
00:00.0,4.0384,0.1459,7.323,8.7623
30:00.0,4.0384,0.1369,7.3274,8.5774
00:00.0,4.0459,0.1479,7.3513,8.6045
30:00.0,4.0467,0.1462,7.2788,8.549
00:00.0,4.0459,0.1365,7.2991,8.7088
30:00.0,4.0455,0.1312,7.2705,8.4675
00:00.0,4.133,0.1478,7.2609,8.6045
30:00.0,4.1323,0.136,7.1933,8.5251
00:00.0,4.133,0.1456,7.2414,8.7903
30:00.0,4.133,0.1324,7.2565,8.6026
00:00.0,4.1884,0.1385,7.4494,8.549
30:00.0,4.188,0.1263,7.7391,8.6301
00:00.0,4.1876,0.1318,7.6767,8.8179
30:00.0,4.1888,0.126,7.6336,8.9009
00:00.0,4.1884,0.1349,7.6242,9.0627
30:00.0,4.1876,0.1427,7.624,8.9561
00:00.0,4.1884,0.1475,7.6042,9.0084
30:00.0,4.1888,0.1284,7.6182,8.9832
00:00.0,4.2599,0.1388,7.6278,8.9017
30:00.0,4.2587,0.1476,7.666,8.9029
00:00.0,4.2587,0.132,7.6338,8.9289
30:00.0,4.2602,0.1371,7.6083,8.7176
00:00.0,4.2595,0.1362,7.6289,8.7695
30:00.0,4.2591,0.1485,7.6283,8.7444
00:00.0,4.2599,0.1253,7.5896,8.7436
30:00.0,4.2587,0.1361,7.6182,8.6629
00:00.0,4.1963,0.1468,7.6663,8.6896
30:00.0,4.1955,0.1291,7.6764,8.6888
00:00.0,4.1966,0.1306,7.6715,8.7687
30:00.0,4.1959,0.1485,7.6764,8.6369
00:00.0,4.2516,0.1461,7.7336,8.5275
30:00.0,4.2512,0.1468,7.7284,8.5546
00:00.0,4.2524,0.1355,7.7292,8.6341
30:00.0,4.2528,0.1247,7.7245,8.5267
00:00.0,4.2528,0.1461,7.7528,8.6069
30:00.0,4.2528,0.1415,7.7487,8.5538
00:00.0,4.2532,0.148,7.7487,8.6848
30:00.0,4.2528,0.1484,7.7592,8.4963
00:00.0,4.2532,0.1483,7.7732,8.4448
30:00.0,4.2528,0.1457,7.7932,8.4991
00:00.0,4.2528,0.1253,7.7781,8.4987
30:00.0,4.2528,0.1382,7.774,8.4707
00:00.0,4.1664,0.1462,7.7886,8.3908
30:00.0,4.166,0.1461,7.7831,8.3381
00:00.0,4.1664,0.1481,7.7592,8.4703
30:00.0,4.1664,0.1349,7.7693,8.3629
00:00.0,4.1656,0.1364,7.8029,8.2287
30:00.0,4.1664,0.1286,7.8215,8.2566
00:00.0,4.1664,0.1305,7.8075,8.3904
30:00.0,4.1668,0.1486,7.8081,8.2806
00:00.0,4.3242,0.142,7.8509,8.255
30:00.0,4.3242,0.1304,7.8842,8.257
00:00.0,4.3238,0.1274,7.876,8.39
30:00.0,4.3246,0.1368,7.8562,8.3078
00:00.0,4.3953,0.1273,7.8702,8.283
30:00.0,4.3949,0.1249,7.8897,8.3349
00:00.0,4.3949,0.1481,7.865,8.4156
30:00.0,4.3949,0.1333,7.8416,8.3892
00:00.0,4.7349,0.1269,7.672,8.3613
30:00.0,4.7353,0.148,7.8663,8.311
00:00.0,4.7353,0.1483,7.8221,8.3369
30:00.0,4.7357,0.1481,7.7941,8.3932
00:00.0,4.7349,0.1326,8.3552,8.4476
30:00.0,4.7353,0.1311,8.8,8.3968
00:00.0,4.7349,0.1245,8.7677,8.424
30:00.0,4.7345,0.1364,8.7292,8.3968
00:00.0,5.107,0.1277,8.7152,8.3437
30:00.0,5.1067,0.1465,8.7017,8.3429
00:00.0,5.1059,0.1286,8.7015,8.2398
30:00.0,5.1059,0.1355,8.6872,8.2119
00:00.0,5.1063,0.1476,8.6872,8.2942
30:00.0,5.1067,0.1331,8.6869,8.2391
00:00.0,5.1063,0.1328,8.6864,8.2402
30:00.0,5.107,0.1365,8.6905,8.3185
00:00.0,4.8605,0.1296,8.6954,8.2906
30:00.0,4.8609,0.1276,8.6998,8.1544
00:00.0,4.8613,0.1448,8.7045,8.1008
30:00.0,4.8613,0.1345,8.7042,8.1272
00:00.0,4.7737,0.1416,8.7039,8.126
30:00.0,4.7741,0.1258,8.699,8.0988
00:00.0,4.7745,0.1248,8.7039,8.0733
30:00.0,4.7745,0.1475,8.7045,8.0178
00:00.0,4.6324,0.1393,8.666,7.9926
30:00.0,4.632,0.1335,8.6616,7.991
00:00.0,4.6324,0.1484,8.6622,7.9099
30:00.0,4.6328,0.1318,8.6567,8.0166
00:00.0,4.6328,0.1372,8.6476,7.8855
30:00.0,4.6328,0.1483,8.6424,7.9127
00:00.0,4.632,0.1308,8.633,7.9135
30:00.0,4.6324,0.1477,8.6281,7.8855
